Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2),Person_ID
3312602,0.24,0.04,-9.65,Person_2
3312614,0.24,0.04,-9.61,Person_2
3312626,0.16,0.08,-9.45,Person_2
3312638,0.2,0.04,-9.49,Person_2
3312650,0.2,0.0,-9.49,Person_2
3312662,0.12,0.04,-9.57,Person_2
3312674,0.16,0.0,-9.69,Person_2
3312686,0.2,0.0,-9.49,Person_2
3312698,0.12,0.0,-9.53,Person_2
3312710,0.2,0.04,-9.61,Person_2
3312722,0.2,0.0,-9.65,Person_2
3312734,0.16,0.04,-9.49,Person_2
3312746,0.2,0.04,-9.53,Person_2
3312758,0.2,0.0,-9.57,Person_2
3312770,0.16,0.0,-9.57,Person_2
3312782,0.2,0.0,-9.61,Person_2
3312794,0.2,0.04,-9.57,Person_2
3312806,0.16,0.04,-9.49,Person_2
3312818,0.16,0.0,-9.57,Person_2
3312830,0.16,0.0,-9.53,Person_2
3312842,0.2,0.0,-9.57,Person_2
3312854,0.2,0.0,-9.57,Person_2
3312866,0.16,0.0,-9.49,Person_2
3312878,0.16,0.0,-9.57,Person_2
3312890,0.16,0.0,-9.57,Person_2
3312902,0.16,0.04,-9.53,Person_2
3312914,0.16,0.0,-9.49,Person_2
3312926,0.2,0.04,-9.49,Person_2
3312938,0.2,0.0,-9.57,Person_2
3312950,0.16,0.0,-9.49,Person_2
3312962,0.2,0.0,-9.53,Person_2
3312974,0.16,0.0,-9.57,Person_2
3312986,0.16,0.0,-9.57,Person_2
3312998,0.2,0.04,-9.53,Person_2
3313010,0.2,0.0,-9.53,Person_2
3313022,0.2,0.0,-9.49,Person_2
3313034,0.16,0.0,-9.53,Person_2
3313046,0.2,0.0,-9.57,Person_2
3313058,0.24,0.0,-9.53,Person_2
3313070,0.16,0.0,-9.45,Person_2
3313082,0.16,0.0,-9.53,Person_2
3313094,0.16,0.04,-9.53,Person_2
3313106,0.16,0.04,-9.57,Person_2
3313118,0.2,0.04,-9.53,Person_2
3313130,0.16,0.0,-9.49,Person_2
3313142,0.16,0.04,-9.53,Person_2
3313154,0.24,-0.04,-9.57,Person_2
3313166,0.2,0.0,-9.53,Person_2
3313178,0.2,0.0,-9.57,Person_2
3313190,0.2,0.0,-9.57,Person_2
3313202,0.2,0.0,-9.57,Person_2
3313214,0.2,0.08,-9.57,Person_2
3313226,0.2,0.04,-9.57,Person_2
3313238,0.2,0.04,-9.53,Person_2
3313250,0.2,0.0,-9.57,Person_2
3313262,0.16,0.0,-9.49,Person_2
3313274,0.16,0.04,-9.53,Person_2
3313286,0.12,0.0,-9.53,Person_2
3313298,0.2,0.04,-9.53,Person_2
3313310,0.16,0.0,-9.57,Person_2
3313322,0.2,0.0,-9.53,Person_2
3313334,0.2,0.04,-9.53,Person_2
3313346,0.2,0.0,-9.53,Person_2
3313358,0.2,0.04,-9.49,Person_2
3313370,0.2,0.0,-9.53,Person_2
3313382,0.2,0.0,-9.53,Person_2
3313394,0.16,0.04,-9.57,Person_2
3313406,0.2,0.04,-9.57,Person_2
3313418,0.24,0.0,-9.49,Person_2
3313430,0.12,0.04,-9.57,Person_2
3313442,0.2,0.04,-9.53,Person_2
3313454,0.24,0.0,-9.53,Person_2
3313466,0.24,0.0,-9.57,Person_2
3313478,0.2,0.04,-9.49,Person_2
3313490,0.16,0.0,-9.45,Person_2
3313502,0.16,0.04,-9.53,Person_2
3313514,0.2,0.04,-9.57,Person_2
3313526,0.2,0.0,-9.53,Person_2
3313538,0.16,0.04,-9.53,Person_2
3313550,0.2,0.04,-9.57,Person_2
3313562,0.2,0.0,-9.53,Person_2
3313574,0.2,0.0,-9.57,Person_2
3313586,0.2,0.04,-9.57,Person_2
3313598,0.24,0.04,-9.53,Person_2
3313610,0.2,0.0,-9.53,Person_2
3313622,0.16,0.0,-9.53,Person_2
3313634,0.2,0.04,-9.57,Person_2
3313646,0.16,0.0,-9.57,Person_2
3313658,0.2,0.04,-9.53,Person_2
3313670,0.24,0.04,-9.53,Person_2
3313682,0.16,0.0,-9.53,Person_2
3313694,0.12,0.04,-9.53,Person_2
3313706,0.16,0.04,-9.57,Person_2
3313718,0.16,0.04,-9.53,Person_2
3313730,0.2,0.0,-9.57,Person_2
3313742,0.2,0.0,-9.53,Person_2
3313754,0.2,0.0,-9.53,Person_2
3313766,0.12,0.0,-9.57,Person_2
3313778,0.16,0.0,-9.49,Person_2
3313790,0.16,0.04,-9.53,Person_2
3313802,0.16,0.0,-9.57,Person_2
3313814,0.16,0.04,-9.53,Person_2
3313826,0.2,0.0,-9.65,Person_2
3313838,0.2,0.04,-9.61,Person_2
3313850,0.16,0.04,-9.53,Person_2
3313862,0.16,0.04,-9.53,Person_2
3313874,0.2,0.0,-9.57,Person_2
3313886,0.2,0.0,-9.61,Person_2
3313898,0.16,0.04,-9.53,Person_2
3313910,0.16,0.04,-9.49,Person_2
3313922,0.16,0.04,-9.53,Person_2
3313934,0.16,0.0,-9.53,Person_2
3313946,0.16,0.0,-9.53,Person_2
3313958,0.16,0.04,-9.49,Person_2
3313970,0.2,0.04,-9.53,Person_2
3313982,0.2,0.04,-9.57,Person_2
3313994,0.2,0.04,-9.57,Person_2
3314006,0.2,0.04,-9.53,Person_2
3314018,0.16,0.04,-9.53,Person_2
3314030,0.2,0.0,-9.57,Person_2
3314042,0.2,0.0,-9.53,Person_2
3314054,0.16,0.0,-9.53,Person_2
3314066,0.24,0.0,-9.49,Person_2
3314078,0.2,0.0,-9.53,Person_2
3314090,0.2,0.0,-9.53,Person_2
3314102,0.24,0.0,-9.57,Person_2
3314114,0.16,0.0,-9.53,Person_2
3314126,0.16,0.0,-9.57,Person_2
3314138,1.06,1.29,4.9,Person_2
3314150,-1.02,-1.69,-9.69,Person_2
3314162,1.26,3.49,1.73,Person_2
3314174,-0.63,2.35,3.73,Person_2
3314186,1.61,-0.71,-32.28,Person_2
3314198,-2.55,-1.61,-13.45,Person_2
3314210,0.98,1.26,-4.55,Person_2
3314222,2.04,-0.98,-9.81,Person_2
3314234,-1.14,-0.24,-10.24,Person_2
3314246,0.82,0.78,-7.53,Person_2
3314258,-0.16,-0.47,-8.32,Person_2
3314270,-0.35,0.27,-9.41,Person_2
3314282,1.18,0.35,-11.41,Person_2
3314294,-0.12,0.16,-8.39,Person_2
3314306,-0.04,0.43,-7.69,Person_2
3314318,0.2,-0.43,-9.26,Person_2
3314330,0.51,-0.63,-10.28,Person_2
3314342,0.12,0.08,-10.0,Person_2
3314354,0.31,-0.08,-9.14,Person_2
3314366,0.16,0.08,-8.63,Person_2
3314378,0.16,0.0,-9.65,Person_2
3314390,0.31,0.16,-10.08,Person_2
3314402,0.24,0.04,-9.96,Person_2
3314414,0.12,0.24,-8.75,Person_2
3314426,0.08,0.08,-9.26,Person_2
3314438,0.24,0.04,-9.85,Person_2
3314450,0.24,-0.08,-10.08,Person_2
3314462,0.16,-0.35,-9.69,Person_2
3314474,0.2,-0.16,-9.22,Person_2
3314486,0.2,-0.12,-9.61,Person_2
3314498,0.16,0.04,-9.69,Person_2
3314510,0.2,0.0,-9.77,Person_2
3314522,0.12,0.12,-9.53,Person_2
3314534,0.12,0.12,-9.45,Person_2
3314546,0.16,0.12,-9.53,Person_2
3314558,0.2,0.08,-9.77,Person_2
3314570,0.16,0.0,-9.77,Person_2
3314582,0.16,0.0,-9.38,Person_2
3314594,0.16,-0.2,-9.49,Person_2
3314606,0.2,-0.08,-9.69,Person_2
3314618,0.24,-0.12,-9.69,Person_2
3314630,0.16,0.0,-9.49,Person_2
3314642,0.16,0.04,-9.3,Person_2
3314654,0.2,0.08,-9.57,Person_2
3314666,0.24,0.08,-9.61,Person_2
3314678,0.12,0.12,-9.49,Person_2
3314690,0.16,0.08,-9.45,Person_2
3314702,0.16,0.04,-9.45,Person_2
3314714,0.24,0.04,-9.53,Person_2
3314726,0.2,-0.08,-9.53,Person_2
3314738,0.2,-0.12,-9.57,Person_2
3314750,0.16,-0.04,-9.61,Person_2
3314762,0.2,0.0,-9.53,Person_2
3314774,0.24,0.0,-9.53,Person_2
3314786,0.16,0.08,-9.57,Person_2
3314798,0.2,0.08,-9.53,Person_2
3314810,0.2,0.04,-9.49,Person_2
3314822,0.16,0.08,-9.53,Person_2
3314834,0.16,0.08,-9.53,Person_2
3314846,0.2,-0.04,-9.57,Person_2
3314858,0.24,-0.08,-9.49,Person_2
3314870,0.16,-0.08,-9.53,Person_2
3314882,0.2,-0.08,-9.53,Person_2
3314894,0.16,0.0,-9.57,Person_2
3314906,0.2,0.04,-9.57,Person_2
3314918,0.16,0.04,-9.57,Person_2
3314930,0.2,0.04,-9.49,Person_2
3314942,0.2,0.08,-9.53,Person_2
3314954,0.2,0.08,-9.49,Person_2
3314966,0.2,0.04,-9.53,Person_2
3314978,0.16,0.0,-9.53,Person_2
3314990,0.16,0.0,-9.53,Person_2
3315002,0.16,-0.04,-9.57,Person_2
3315014,0.24,-0.08,-9.61,Person_2
3315026,0.2,0.0,-9.49,Person_2
3315038,0.16,0.0,-9.49,Person_2
3315050,0.16,0.04,-9.57,Person_2
3315062,0.2,0.08,-9.57,Person_2
3315074,0.16,0.08,-9.53,Person_2
3315086,0.24,0.0,-9.57,Person_2
3315098,0.2,0.04,-9.61,Person_2
3315110,0.2,0.04,-9.57,Person_2
3315122,0.2,0.0,-9.49,Person_2
3315134,0.2,-0.08,-9.45,Person_2
3315146,0.2,-0.04,-9.53,Person_2
3315158,0.16,0.0,-9.53,Person_2
3315170,0.12,0.0,-9.57,Person_2
3315182,0.24,0.04,-9.53,Person_2
3315194,0.2,0.04,-9.53,Person_2
3315206,0.2,0.04,-9.49,Person_2
3315218,0.2,0.04,-9.57,Person_2
3315230,0.16,0.04,-9.53,Person_2
3315242,0.16,0.0,-9.53,Person_2
3315254,0.2,0.0,-9.53,Person_2
3315266,0.2,-0.04,-9.57,Person_2
3315278,0.16,0.0,-9.61,Person_2
3315290,0.24,0.0,-9.53,Person_2
3315302,0.2,0.0,-9.49,Person_2
3315314,0.2,0.04,-9.57,Person_2
3315326,0.2,0.04,-9.57,Person_2
3315338,0.2,0.08,-9.53,Person_2
3315350,0.2,0.04,-9.61,Person_2
3315362,0.2,0.0,-9.57,Person_2
3315374,0.16,0.04,-9.57,Person_2
3315386,0.2,0.0,-9.53,Person_2
3315398,0.2,-0.04,-9.61,Person_2
3315410,0.2,0.0,-9.53,Person_2
3315422,0.2,0.0,-9.49,Person_2
3315434,0.2,0.0,-9.49,Person_2
3315446,0.16,0.08,-9.57,Person_2
3315458,0.2,0.04,-9.53,Person_2
3315470,0.2,0.0,-9.53,Person_2
3315482,0.16,0.04,-9.57,Person_2
3315494,0.16,0.04,-9.53,Person_2
3315506,0.16,0.0,-9.53,Person_2
3315518,0.16,0.0,-9.61,Person_2
3315530,0.16,0.04,-9.53,Person_2
3315542,0.2,0.0,-9.57,Person_2
3315554,0.2,0.0,-9.57,Person_2
3315566,0.2,0.0,-9.53,Person_2
3315578,0.16,0.04,-9.57,Person_2
3315590,0.16,0.04,-9.57,Person_2
3315602,0.16,0.0,-9.53,Person_2
3315614,0.2,0.04,-9.53,Person_2
3315626,0.2,0.04,-9.53,Person_2
3315638,0.2,0.0,-9.53,Person_2
3315650,0.2,0.04,-9.57,Person_2
3315662,0.16,0.0,-9.57,Person_2
3315674,0.2,0.0,-9.53,Person_2
3315686,0.2,0.0,-9.53,Person_2
3315698,0.2,0.0,-9.57,Person_2
3315710,0.12,0.04,-9.57,Person_2
3315722,0.16,0.0,-9.57,Person_2
3315734,0.2,0.04,-9.53,Person_2
3315746,0.16,0.0,-9.61,Person_2
3315758,0.24,0.0,-9.53,Person_2
3315770,0.2,0.04,-9.49,Person_2
3315782,0.2,0.0,-9.57,Person_2
3315794,0.2,0.0,-9.53,Person_2
3315806,0.16,0.0,-9.53,Person_2
3315818,0.24,0.0,-9.57,Person_2
3315830,0.16,0.04,-9.57,Person_2
3315842,0.16,0.08,-9.3,Person_2
3315854,0.12,0.08,-9.26,Person_2
3315866,0.2,0.0,-10.16,Person_2
3315878,0.24,0.04,-9.3,Person_2
3315890,0.16,0.0,-9.26,Person_2
3315902,0.16,-0.04,-9.45,Person_2
3315914,0.12,0.04,-9.49,Person_2
3315926,0.2,0.0,-9.57,Person_2
3315938,0.16,0.0,-9.65,Person_2
3315950,0.2,0.0,-9.45,Person_2
3315962,0.16,0.04,-9.57,Person_2
3315974,0.2,0.0,-9.57,Person_2
3315986,0.24,0.0,-9.57,Person_2
3315998,0.2,0.04,-9.65,Person_2
3316010,0.24,0.0,-9.53,Person_2
3316022,0.16,0.0,-9.45,Person_2
3316034,0.2,0.0,-9.53,Person_2
3316046,0.24,0.0,-9.61,Person_2
3316058,0.2,0.04,-9.53,Person_2
3316070,0.16,0.0,-9.53,Person_2
3316082,0.2,0.0,-9.61,Person_2
3316094,0.16,0.04,-9.61,Person_2
3316106,0.2,0.04,-9.57,Person_2
3316118,0.2,0.04,-9.49,Person_2
3316130,0.2,0.08,-9.49,Person_2
3316142,0.16,0.0,-9.53,Person_2
3316154,0.2,0.0,-9.57,Person_2
3316166,0.16,0.0,-9.61,Person_2
3316178,0.2,0.0,-9.49,Person_2
3316190,0.2,0.0,-9.57,Person_2
3316202,0.2,0.0,-9.53,Person_2
3316214,0.16,0.0,-9.57,Person_2
3316226,0.2,0.04,-9.53,Person_2
3316238,0.2,0.0,-9.53,Person_2
3316250,0.2,0.04,-9.61,Person_2
3316262,0.16,0.04,-9.61,Person_2
3316274,0.2,0.0,-9.57,Person_2
3316286,0.2,0.04,-9.53,Person_2
3316298,0.2,0.04,-9.45,Person_2
3316310,0.2,0.0,-9.57,Person_2
3316322,0.2,0.0,-9.57,Person_2
3316334,0.24,0.0,-9.53,Person_2
3316346,0.2,0.0,-9.57,Person_2
3316358,0.16,0.04,-9.57,Person_2
3316370,0.2,0.0,-9.57,Person_2
3316382,0.16,0.0,-9.53,Person_2
3316394,0.16,0.04,-9.53,Person_2
3316406,0.12,0.0,-9.53,Person_2
3316418,0.12,0.0,-9.57,Person_2
3316430,0.2,0.0,-9.57,Person_2
3316442,0.2,0.0,-9.53,Person_2
3316454,0.2,0.0,-9.53,Person_2
3316466,0.2,0.0,-9.53,Person_2
3316478,0.16,0.04,-9.53,Person_2
3316490,0.2,0.0,-9.53,Person_2
3316502,0.12,0.0,-9.57,Person_2
3316514,0.12,0.04,-9.53,Person_2
3316526,0.16,0.0,-9.57,Person_2
3316538,0.2,0.04,-9.57,Person_2
3316550,0.2,0.0,-9.49,Person_2
3316562,0.16,0.04,-9.53,Person_2
3316574,0.2,0.0,-9.53,Person_2
3316586,0.2,0.0,-9.57,Person_2
3316598,0.2,0.0,-9.53,Person_2
3316610,0.16,0.0,-9.53,Person_2
3316622,0.2,0.0,-9.53,Person_2
3316634,0.16,0.0,-9.53,Person_2
3316646,0.2,0.04,-9.53,Person_2
3316658,0.16,0.04,-9.57,Person_2
3316670,0.2,0.0,-9.61,Person_2
3316682,0.2,0.04,-9.53,Person_2
3316694,0.16,0.04,-9.61,Person_2
3316706,0.16,0.0,-9.57,Person_2
3316718,0.16,0.04,-9.49,Person_2
3316730,0.2,0.0,-9.53,Person_2
3316742,0.16,0.0,-9.49,Person_2
3316754,0.2,-0.04,-9.53,Person_2
3316766,0.2,0.0,-9.57,Person_2
3316778,0.2,0.04,-9.53,Person_2
3316790,0.16,0.0,-9.53,Person_2
3316802,0.16,0.0,-9.57,Person_2
3316814,0.2,0.0,-9.53,Person_2
3316826,0.2,0.0,-9.53,Person_2
3316838,0.16,0.04,-9.53,Person_2
3316850,0.2,0.04,-9.57,Person_2
3316862,0.2,0.0,-9.53,Person_2
3316874,0.16,0.0,-9.53,Person_2
3316886,0.2,0.04,-9.53,Person_2
3316898,0.2,0.0,-9.53,Person_2
3316910,0.16,0.04,-9.53,Person_2
3316922,0.2,0.04,-9.53,Person_2
3316934,0.24,0.0,-9.57,Person_2
3316946,0.2,0.0,-9.57,Person_2
3316958,0.2,0.0,-9.53,Person_2
3316970,0.2,0.0,-9.53,Person_2
3316982,0.2,0.0,-9.57,Person_2
3316994,0.2,0.0,-9.49,Person_2
3317006,0.2,0.0,-9.57,Person_2
3317018,0.16,0.0,-9.57,Person_2
3317030,0.16,0.0,-9.49,Person_2
3317042,0.2,0.0,-9.57,Person_2
3317054,0.24,0.0,-9.57,Person_2
3317066,0.2,0.0,-9.53,Person_2
3317078,0.16,0.04,-9.49,Person_2
3317090,0.2,0.0,-9.57,Person_2
3317102,0.2,0.04,-9.53,Person_2
3317114,0.16,0.04,-9.57,Person_2
3317126,0.16,0.04,-9.53,Person_2
3317138,0.2,0.04,-9.57,Person_2
3317150,0.2,0.04,-9.57,Person_2
3317162,0.16,0.04,-9.57,Person_2
3317174,0.2,0.04,-9.53,Person_2
3317186,0.2,0.0,-9.57,Person_2
3317198,0.16,0.0,-9.57,Person_2
3317210,0.12,0.0,-9.57,Person_2
3317222,0.2,0.0,-9.57,Person_2
3317234,0.2,0.04,-9.57,Person_2
3317246,0.24,0.0,-9.53,Person_2
3317258,0.24,-0.04,-9.57,Person_2
3317270,0.2,0.0,-9.61,Person_2
3317282,0.24,0.04,-9.57,Person_2
3317294,0.2,0.04,-9.53,Person_2
3317306,0.12,0.04,-9.57,Person_2
3317318,0.2,0.0,-9.53,Person_2
3317330,0.2,0.0,-9.57,Person_2
3317342,0.2,0.0,-9.53,Person_2
3317354,0.2,0.04,-9.45,Person_2
3317366,0.2,0.0,-9.53,Person_2
3317378,0.16,0.0,-9.53,Person_2
3317390,0.16,0.0,-9.49,Person_2
3317402,0.2,-0.04,-9.49,Person_2
3317414,0.2,0.0,-9.53,Person_2
3317426,0.16,0.16,-8.67,Person_2
3317438,0.43,-0.08,-11.73,Person_2
3317450,0.55,0.43,-8.9,Person_2
3317462,0.31,-0.08,-10.32,Person_2
3317474,0.39,0.35,-9.69,Person_2
3317486,0.24,0.0,-10.0,Person_2
3317498,0.2,0.12,-9.14,Person_2
3317510,0.2,-0.04,-10.08,Person_2
3317522,0.16,0.04,-9.18,Person_2
3317534,0.27,0.04,-9.85,Person_2
3317546,0.12,0.0,-9.57,Person_2
3317558,0.24,0.0,-9.65,Person_2
3317570,0.12,0.0,-9.61,Person_2
3317582,0.2,0.04,-9.45,Person_2
3317594,0.24,0.0,-9.45,Person_2
3317606,0.16,0.04,-9.41,Person_2
3317618,0.16,0.0,-9.77,Person_2
3317630,0.2,0.04,-9.57,Person_2
3317642,0.2,0.0,-9.49,Person_2
3317654,0.16,0.04,-9.45,Person_2
3317666,0.2,0.0,-9.65,Person_2
3317678,0.16,0.04,-9.53,Person_2
3317690,0.16,0.04,-9.49,Person_2
3317702,0.16,0.0,-9.53,Person_2
3317714,0.16,0.04,-9.53,Person_2
3317726,0.2,0.04,-9.61,Person_2
3317738,0.2,0.0,-9.49,Person_2
3317750,0.2,0.0,-9.49,Person_2
3317762,0.2,-0.04,-9.45,Person_2
3317774,0.2,0.0,-9.49,Person_2
3317786,0.2,-0.04,-9.57,Person_2
3317798,0.2,0.04,-9.61,Person_2
3317810,0.2,0.0,-9.53,Person_2
3317822,0.16,0.04,-9.53,Person_2
3317834,0.16,0.0,-9.57,Person_2
3317846,0.2,0.04,-9.61,Person_2
3317858,0.16,0.0,-9.53,Person_2
3317870,0.16,0.0,-9.49,Person_2
3317882,0.2,0.0,-9.57,Person_2
3317894,0.24,0.0,-9.53,Person_2
3317906,0.2,0.0,-9.57,Person_2
3317918,0.2,0.0,-9.53,Person_2
3317930,0.2,0.0,-9.53,Person_2
3317942,0.2,0.04,-9.57,Person_2
3317954,0.2,0.0,-9.53,Person_2
3317966,0.16,0.0,-9.57,Person_2
3317978,0.2,0.0,-9.53,Person_2
3317990,0.2,0.0,-9.53,Person_2
3318002,0.2,0.0,-9.49,Person_2
3318014,0.2,0.0,-9.53,Person_2
3318026,0.2,0.04,-9.53,Person_2
3318038,0.2,0.0,-9.53,Person_2
3318050,0.2,0.0,-9.57,Person_2
3318062,0.16,0.0,-9.57,Person_2
3318074,0.16,0.0,-9.49,Person_2
3318086,0.2,0.0,-9.49,Person_2
3318098,0.2,0.0,-9.53,Person_2
3318110,0.2,0.04,-9.57,Person_2
3318122,0.2,-0.04,-9.53,Person_2
3318134,0.2,0.0,-9.53,Person_2
3318146,0.16,0.0,-9.57,Person_2
3318158,0.2,0.0,-9.57,Person_2
3318170,0.16,0.04,-9.53,Person_2
3318182,0.16,0.04,-9.57,Person_2
3318194,0.2,0.0,-9.53,Person_2
3318206,0.16,0.0,-9.49,Person_2
3318218,0.2,0.0,-9.53,Person_2
3318230,0.2,0.0,-9.49,Person_2
3318242,0.2,0.0,-9.53,Person_2
3318254,0.16,0.0,-9.57,Person_2
3318266,0.16,0.04,-9.49,Person_2
3318278,0.16,0.04,-9.53,Person_2
3318290,0.16,0.0,-9.53,Person_2
3318302,0.16,-0.04,-9.53,Person_2
3318314,0.2,0.0,-9.53,Person_2
3318326,0.2,0.0,-9.49,Person_2
3318338,0.16,0.0,-9.53,Person_2
3318350,0.16,0.0,-9.49,Person_2
3318362,0.16,0.04,-9.49,Person_2
3318374,0.16,0.0,-9.53,Person_2
3318386,0.16,0.0,-9.57,Person_2
3318398,0.16,0.04,-9.53,Person_2
3318410,0.2,0.0,-9.57,Person_2
3318422,0.16,0.0,-9.53,Person_2
3318434,0.2,0.0,-9.57,Person_2
3318446,0.24,0.0,-9.57,Person_2
3318458,0.16,0.04,-9.57,Person_2
3318470,0.2,0.0,-9.53,Person_2
3318482,0.16,0.0,-9.57,Person_2
3318494,0.16,0.04,-9.57,Person_2
3318506,0.2,0.0,-9.57,Person_2
3318518,0.2,0.04,-9.53,Person_2
3318530,0.2,0.04,-9.57,Person_2
3318542,0.2,-0.04,-9.53,Person_2
3318554,0.16,0.04,-9.49,Person_2
3318566,0.12,0.0,-9.49,Person_2
3318578,0.2,0.0,-9.53,Person_2
3318590,0.2,0.0,-9.49,Person_2
3318602,0.16,0.0,-9.57,Person_2
3318614,0.2,0.04,-9.57,Person_2
3318626,0.24,0.0,-9.53,Person_2
3318638,0.2,0.0,-9.49,Person_2
3318650,0.2,0.0,-9.57,Person_2
3318662,0.2,0.04,-9.53,Person_2
3318674,0.16,0.0,-9.61,Person_2
3318686,0.2,0.0,-9.53,Person_2
3318698,0.2,0.04,-9.53,Person_2
3318710,0.16,0.04,-9.53,Person_2
3318722,0.2,0.0,-9.53,Person_2
3318734,0.16,0.12,-9.02,Person_2
3318746,0.27,0.0,-10.51,Person_2
3318758,0.31,0.12,-9.3,Person_2
3318770,0.2,-0.04,-9.61,Person_2
3318782,0.2,0.04,-9.38,Person_2
3318794,0.2,0.0,-9.73,Person_2
3318806,0.16,0.08,-9.38,Person_2
3318818,0.2,0.0,-9.85,Person_2
3318830,0.2,0.04,-9.34,Person_2
3318842,0.12,0.0,-9.34,Person_2
3318854,0.27,0.04,-9.65,Person_2
3318866,0.2,0.0,-9.57,Person_2
3318878,0.16,0.04,-9.57,Person_2
3318890,0.16,0.04,-9.53,Person_2
3318902,0.16,0.08,-9.49,Person_2
3318914,0.2,0.04,-9.57,Person_2
3318926,0.2,-0.04,-9.69,Person_2
3318938,0.2,0.04,-9.57,Person_2
3318950,0.2,0.0,-9.49,Person_2
3318962,0.2,0.0,-9.61,Person_2
3318974,0.16,0.0,-9.65,Person_2
3318986,0.2,0.0,-9.53,Person_2
3318998,0.16,0.04,-9.49,Person_2
3319010,0.2,0.04,-9.53,Person_2
3319022,0.2,0.0,-9.57,Person_2
3319034,0.2,0.0,-9.57,Person_2
3319046,0.16,0.0,-9.53,Person_2
3319058,0.16,0.0,-9.61,Person_2
3319070,0.2,0.04,-9.49,Person_2
3319082,0.2,0.0,-9.53,Person_2
3319094,0.2,0.04,-9.53,Person_2
3319106,0.2,0.0,-9.53,Person_2
3319118,0.2,0.0,-9.49,Person_2
3319130,0.16,0.0,-9.57,Person_2
3319142,0.2,0.0,-9.61,Person_2
3319154,0.2,0.0,-9.53,Person_2
3319166,0.16,0.0,-9.53,Person_2
3319178,0.16,0.0,-9.53,Person_2
3319190,0.24,0.0,-9.57,Person_2
3319202,0.2,0.04,-9.57,Person_2
3319214,0.2,0.0,-9.53,Person_2
3319226,0.2,0.0,-9.53,Person_2
3319238,0.16,0.0,-9.53,Person_2
3319250,0.16,0.0,-9.57,Person_2
3319262,0.16,0.04,-9.53,Person_2
3319274,0.16,0.0,-9.53,Person_2
3319286,0.16,0.08,-9.57,Person_2
3319298,0.24,0.0,-9.57,Person_2
3319310,0.2,0.0,-9.53,Person_2
3319322,0.16,0.04,-9.53,Person_2
3319334,0.2,0.04,-9.53,Person_2
3319346,0.16,0.0,-9.57,Person_2
3319358,0.2,0.0,-9.57,Person_2
3319370,0.16,0.0,-9.53,Person_2
3319382,0.24,0.0,-9.53,Person_2
3319394,0.2,0.0,-9.53,Person_2
3319406,0.2,0.0,-9.53,Person_2
3319418,0.16,0.0,-9.61,Person_2
3319430,0.16,0.0,-9.57,Person_2
3319442,0.16,0.0,-9.53,Person_2
3319454,0.16,0.0,-9.49,Person_2
3319466,0.2,0.0,-9.53,Person_2
3319478,0.2,0.0,-9.53,Person_2
3319490,0.16,0.0,-9.57,Person_2
3319502,0.2,0.04,-9.61,Person_2
3319514,0.16,0.04,-9.57,Person_2
3319526,0.2,0.0,-9.57,Person_2
3319538,0.2,0.0,-9.57,Person_2
3319550,0.2,0.04,-9.53,Person_2
3319562,0.16,0.0,-9.57,Person_2
3319574,0.2,0.0,-9.49,Person_2
3319586,0.12,0.0,-9.53,Person_2
3319598,0.2,0.04,-9.53,Person_2
3319610,0.24,0.04,-9.57,Person_2
3319622,0.16,0.04,-9.61,Person_2
3319634,0.16,0.04,-9.53,Person_2
3319646,0.12,0.04,-9.57,Person_2
3319658,0.2,0.0,-9.53,Person_2
3319670,0.2,0.0,-9.53,Person_2
3319682,0.2,0.0,-9.53,Person_2
3319694,0.2,0.0,-9.53,Person_2
3319706,0.2,0.0,-9.49,Person_2
3319718,0.24,0.0,-9.49,Person_2
3319730,0.16,0.0,-9.57,Person_2
3319742,0.24,0.0,-9.53,Person_2
3319754,0.2,0.0,-9.57,Person_2
3319766,0.2,0.0,-9.49,Person_2
3319778,0.12,0.0,-9.53,Person_2
3319790,0.2,0.04,-9.49,Person_2
3319802,0.2,0.0,-9.53,Person_2
3319814,0.2,0.0,-9.53,Person_2
3319826,0.2,0.0,-9.57,Person_2
3319838,0.16,0.0,-9.53,Person_2
3319850,0.2,-0.04,-9.57,Person_2
3319862,0.16,-0.04,-9.53,Person_2
3319874,0.2,0.0,-9.57,Person_2
3319886,0.16,0.0,-9.53,Person_2
3319898,0.2,0.0,-9.53,Person_2
3319910,0.2,0.0,-9.57,Person_2
3319922,0.2,0.0,-9.53,Person_2
3319934,0.24,0.04,-9.57,Person_2
3319946,0.2,0.0,-9.45,Person_2
3319958,0.16,0.0,-9.53,Person_2
3319970,0.2,0.0,-9.61,Person_2
3319982,0.16,0.0,-9.45,Person_2
3319994,0.2,0.0,-9.65,Person_2
3320006,0.16,0.0,-9.57,Person_2
3320018,0.12,0.04,-9.45,Person_2
3320030,0.2,0.0,-9.61,Person_2
3320042,0.2,0.0,-9.53,Person_2
3320054,0.2,0.0,-9.57,Person_2
3320066,0.16,0.0,-9.49,Person_2
3320078,0.24,0.04,-9.57,Person_2
3320090,0.16,0.04,-9.53,Person_2
3320102,0.2,0.04,-9.53,Person_2
3320114,0.24,0.04,-9.45,Person_2
3320126,0.2,0.04,-9.53,Person_2
3320138,0.2,0.04,-9.57,Person_2
3320150,0.24,0.04,-9.61,Person_2
3320162,0.2,0.0,-9.57,Person_2
3320174,0.16,0.04,-9.57,Person_2
